ROW_ID,ORDER_ID,ORDER_DATE,ORDER_PRIORITY,ORDER_QUANTITY,SALES,DISCOUNT,SHIP_MODE,PROFIT,UNIT_PRICE,SHIPPING_COST,CUSTOMER_NAME,PROVINCE,REGION,CUSTOMER_SEGMENT,PRODUCT_CATEGORY,PRODUCT_SUBCATEGORY,PRODUCT_NAME,PRODUCT_CONTAINER,PRODUCT_BASE_MARGIN,SHIP_DATE
2318,16706,2012-06-27T00:00:00,High,49,6175.777,0.07,Express Air,1881.576,155.99,3.9,Beth Thompson,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,T39m,Small Box,0.39,2012-06-29T00:00:00
2323,16741,2010-09-30T00:00:00,Medium,6,157.97,0.01,Regular Air,-42.38,22.84,16.87,Nicole Hansen,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox 1982,Small Box,0.36,2010-10-01T00:00:00
2346,16932,2010-04-15T00:00:00,Critical,25,144.84,0.09,Regular Air,-120.99,5.78,8.09,Carlos Soltero,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Paper,Xerox 1924,Small Box,0.52,2010-04-16T00:00:00
2347,16932,2010-04-15T00:00:00,Critical,20,127.16,0.09,Regular Air,12.88,6.7,1.56,Carlos Soltero,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Pens & Art Supplies,Turquoise Lead Holder with Pocket Clip,Wrap Bag,0.59,2010-04-15T00:00:00
2383,17283,2011-09-14T00:00:00,Not Specified,4,5472.12,0.06,Delivery Truck,-2816.3379,1360.14,14.7,Dorothy Badders,Northwest Territories,Northwest Territories,Home Office,Technology,Office Machines,Okidata ML395C Color Dot Matrix Printer,Jumbo Drum,0.77,2011-09-15T00:00:00
2384,17286,2010-09-21T00:00:00,High,7,1810.67,0.09,Delivery Truck,-541.87,270.98,50,Muhammed MacIntyre,Northwest Territories,Northwest Territories,Small Business,Furniture,Chairs & Chairmats,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Jumbo Drum,0.78,2010-09-22T00:00:00
2402,17409,2010-08-17T00:00:00,Not Specified,31,633.56,0.09,Regular Air,-158.87,20.97,6.5,Muhammed MacIntyre,Northwest Territories,Northwest Territories,Small Business,Technology,Computer Peripherals,Microsoft Internet Keyboard,Small Box,0.39,2010-08-19T00:00:00
2445,17764,2009-09-16T00:00:00,Low,27,644.4,0.04,Regular Air,-97.28,22.84,16.87,Don Miller,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Paper,Xerox 1982,Small Box,0.59,2009-09-16T00:00:00
2483,18080,2009-06-22T00:00:00,High,7,1211.98,0.1,Delivery Truck,-80.83,180.98,26.2,Sylvia Foulston,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,Global Ergonomic Managers Chair,Jumbo Drum,0.78,2009-06-23T00:00:00
2487,18113,2012-08-28T00:00:00,Not Specified,27,3316.08,0.08,Delivery Truck,-514.32,130.98,30,Becky Castell,Northwest Territories,Northwest Territories,Consumer,Furniture,Chairs & Chairmats,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Jumbo Drum,0.4,2012-08-30T00:00:00
2489,18144,2011-06-07T00:00:00,Critical,48,207.08,0.09,Regular Air,-131.82,4.28,5.17,Dorothy Wardle,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Xerox 1971,Small Box,0.58,2011-06-09T00:00:00
2490,18144,2011-06-07T00:00:00,Critical,8,234.28,0.09,Regular Air,-65.42,28.28,13.99,Dorothy Wardle,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Eldon Portable Mobile Manager,Medium Box,0.8,2011-06-09T00:00:00
2491,18144,2011-06-07T00:00:00,Critical,41,1779.8915,0.09,Regular Air,-250.173,55.99,5,Dorothy Wardle,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,Accessory6,Small Pack,0.38,2011-06-09T00:00:00
2520,18308,2009-10-09T00:00:00,Not Specified,30,114.12,0.05,Regular Air,15.725,3.8,1.49,Ann Chong,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Durable Pressboard Binders,Small Box,0.75,2009-10-11T00:00:00
2521,18308,2009-10-09T00:00:00,Not Specified,15,436.05,0.09,Regular Air,-92.58,30.73,4,Ann Chong,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface,Small Box,0.57,2009-10-09T00:00:00
2522,18308,2009-10-09T00:00:00,Not Specified,49,5247.4835,0,Regular Air,1465.866,125.99,8.08,Ann Chong,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,StarTAC ST7762,Small Box,0.37,2009-10-10T00:00:00
2615,18887,2010-12-05T00:00:00,Not Specified,9,173.417,0,Regular Air,18.234,20.99,0.99,Clay Rozendal,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,Accessory21,Wrap Bag,0.35,2010-12-07T00:00:00
2624,19010,2009-06-07T00:00:00,Low,18,23792.93,0,Regular Air,10951.3065,1270.99,19.99,Grant Carroll,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Small Box,0.58,2009-06-09T00:00:00
2637,19078,2009-07-27T00:00:00,Critical,21,256.12,0.03,Regular Air,-18.19,11.97,4.98,Brendan Dodson,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Appliances,Staples 6 Outlet Surge,Small Box,0.57,2009-07-28T00:00:00
2643,19138,2011-09-05T00:00:00,Low,30,387,0.01,Express Air,-31.45,12.28,6.13,Carlos Daly,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Storage & Organization,Recycled Eldon Regeneration Jumbo File,Small Box,0.51,2011-09-10T00:00:00
2726,19655,2009-01-11T00:00:00,High,31,1143.45,0.06,Regular Air,304.42,39.24,1.99,Alan Barnes,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,Verbatim DVD-R 4.7GB authoring disc,Small Pack,0.4,2009-01-12T00:00:00
2727,19686,2010-08-15T00:00:00,Medium,2,42.31,0.06,Regular Air,-53.0787,17.98,8.51,Alan Barnes,Northwest Territories,Northwest Territories,Corporate,Technology,Office Machines,Canon P1-DHIII Palm Printing Calculator,Medium Box,0.36,2010-08-15T00:00:00
3929,28003,2011-03-19T00:00:00,Critical,31,157.79,0.09,Regular Air,-95.92,4.98,6.07,Charles McCrossin,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Xerox 1897,Small Box,0.37,2011-03-21T00:00:00
3936,28035,2011-05-08T00:00:00,Not Specified,19,376.21,0.03,Regular Air,89.556,18.99,5.23,Don Miller,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Binders and Binder Accessories,Poly Designer Cover & Back,Small Box,0.46,2011-05-10T00:00:00
3947,28135,2009-09-25T00:00:00,Critical,37,1601.24,0.08,Regular Air,520.69,46.89,5.1,Jeremy Lonsdale,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Appliances,Bionaire Personal Warm Mist Humidifier/Vaporizer,Medium Box,0.6,2009-09-27T00:00:00
3948,28135,2009-09-25T00:00:00,Critical,40,501.31,0.05,Regular Air,38.23,12.98,3.14,Jeremy Lonsdale,Northwest Territories,Northwest Territories,Corporate,Office Supplies,"Scissors, Rulers and Trimmers","Acme� 8 Straight Scissors""",Small Pack,0.38,2009-09-25T00:00:00
3952,28165,2012-07-09T00:00:00,Not Specified,2,24.96,0.05,Regular Air,-12.7995,10.91,2.99,Grant Carroll,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Heavy-Duty E-Z-D� Binders,Small Box,0.36,2012-07-11T00:00:00
3963,28289,2010-01-14T00:00:00,High,31,166.76,0.01,Regular Air,-46.03,4.98,4.75,Carl Ludwig,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Small Box,0.57,2010-01-15T00:00:00
3992,28486,2009-08-26T00:00:00,High,2,811.13,0.08,Regular Air,-517.47,415.88,11.37,Carlos Daly,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Deluxe Rollaway Locking File with Drawer,Small Box,0.55,2009-08-27T00:00:00
4017,28675,2009-10-08T00:00:00,Critical,15,822.8425,0.1,Regular Air,4.392,65.99,5.92,Ralph Knight,Northwest Territories,Northwest Territories,Consumer,Technology,Telephones and Communication,252,Small Box,0.57,2009-10-09T00:00:00
4050,28870,2011-11-10T00:00:00,High,35,3310.9455,0.05,Regular Air,822.402,115.99,2.5,Cindy Schnelling,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,6160,Small Box,0.79,2011-11-13T00:00:00
4051,28871,2012-04-15T00:00:00,High,10,55.02,0.08,Regular Air,-56.12,5.02,5.14,Claudia Miner,Northwest Territories,Northwest Territories,Small Business,Technology,Computer Peripherals,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Small Pack,0.44,2012-04-15T00:00:00
4075,29030,2012-01-02T00:00:00,Medium,10,192.58,0.05,Regular Air,24.6,19.84,4.1,Roy Skaria,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Pens & Art Supplies,Prismacolor Color Pencil Set,Wrap Bag,0.35,2012-01-03T00:00:00
4082,29095,2011-03-08T00:00:00,Not Specified,40,291.67,0.01,Regular Air,54.4595,6.75,2.99,Delfina Latchford,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,Wilson Jones DublLock� D-Ring Binders,Small Box,0.39,2011-03-09T00:00:00
4118,29287,2009-07-02T00:00:00,High,50,281.39,0.1,Regular Air,-106.398,5.74,5.01,Edward Hooks,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Binders and Binder Accessories,Binder Posts,Small Box,0.56,2009-07-04T00:00:00
4119,29287,2009-07-02T00:00:00,High,49,12593.91,0.09,Delivery Truck,2699.67,270.97,28.06,Edward Hooks,Northwest Territories,Northwest Territories,Consumer,Technology,Office Machines,Epson LQ-570e Dot Matrix Printer,Jumbo Drum,0.59,2009-07-04T00:00:00
4164,29510,2011-04-15T00:00:00,Critical,22,6123.94,0.01,Delivery Truck,1292.44,260.98,41.91,Don Miller,Northwest Territories,Northwest Territories,Home Office,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",Jumbo Box,0.38,2011-04-17T00:00:00
4193,29795,2011-11-25T00:00:00,High,49,19325.2,0.05,Regular Air,8793.539,387.99,19.99,Grant Carroll,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,Fellowes PB300 Plastic Comb Binding Machine,Small Box,0.72,2011-11-26T00:00:00
4194,29795,2011-11-25T00:00:00,High,48,8380.22,0,Delivery Truck,813.83,160.98,35.02,Grant Carroll,Northwest Territories,Northwest Territories,Small Business,Furniture,Bookcases,Rush Hierlooms Collection Rich Wood Bookcases,Jumbo Box,0.37,2011-11-26T00:00:00
4202,29861,2012-04-25T00:00:00,Critical,11,35.17,0.03,Regular Air,5.58,3.08,0.99,Brad Eason,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Labels,Avery 481,Small Box,0.36,2012-04-26T00:00:00
4306,30658,2011-03-26T00:00:00,Medium,44,6040.22,0.05,Regular Air,-942.5,138.14,35,Charles McCrossin,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,"SAFCO Commercial Wire Shelving, Black",Large Box,0.58,2011-03-28T00:00:00
4740,33703,2010-02-06T00:00:00,Not Specified,4,63.52,0.08,Express Air,-8.47,12.21,4.81,Carl Ludwig,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Portable Personal File Box,Small Box,0.38,2010-02-08T00:00:00
4746,33734,2011-10-17T00:00:00,Not Specified,13,371.94,0.05,Regular Air,106.53,29.14,4.86,Jamie Kunitz,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,"Snap-A-Way� Black Print Carbonless Speed Message, No Reply Area, Duplicate",Wrap Bag,0.4,2011-10-18T00:00:00
4763,33888,2009-08-20T00:00:00,Not Specified,31,349.43,0.04,Regular Air,-44.919,11.5,7.19,Heather Kirkland,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Binders and Binder Accessories,Ibico Covers for Plastic or Wire Binding Elements,Small Box,0.6,2009-08-23T00:00:00
4764,33888,2009-08-20T00:00:00,Not Specified,3,58.33,0.02,Regular Air,-35.08,15.7,11.25,Heather Kirkland,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Storage & Organization,Hanging Personal Folder File,Small Box,0.72,2009-08-21T00:00:00
4777,33922,2010-02-27T00:00:00,Not Specified,31,15251.5,0.06,Delivery Truck,5353.19,500.97,69.3,Carlos Daly,Northwest Territories,Northwest Territories,Home Office,Technology,Office Machines,Epson Stylus 1520 Color Inkjet Printer,Jumbo Drum,0.39,2010-02-27T00:00:00
4803,34177,2009-08-15T00:00:00,High,13,34.42,0.02,Regular Air,9.47,2.61,0.5,Toby Braunhardt,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Labels,Avery 494,Small Box,0.38,2009-08-18T00:00:00
4804,34177,2009-08-15T00:00:00,High,26,172.76,0.1,Regular Air,73.18,7.31,0.49,Toby Braunhardt,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,Small Box,0.81,2009-08-16T00:00:00
4805,34177,2009-08-15T00:00:00,High,50,853.162,0.1,Regular Air,-83.952,20.99,2.5,Toby Braunhardt,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,Accessory37,Wrap Bag,0.38,2009-08-16T00:00:00
4812,34215,2011-05-14T00:00:00,High,6,35.65,0.02,Regular Air,-5.9225,5.34,2.99,Cari Schnelling,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Binders and Binder Accessories,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Small Box,0.6,2011-05-15T00:00:00
4820,34246,2010-10-07T00:00:00,Critical,49,199.86,0.03,Regular Air,-257.11,4.06,6.89,Thomas Seio,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire� Vibra Groomer I� Upright Vac,Small Box,0.52,2010-10-08T00:00:00
4821,34246,2010-10-07T00:00:00,Critical,18,1888.02,0.03,Regular Air,192.33,99.99,19.99,Thomas Seio,Northwest Territories,Northwest Territories,Home Office,Technology,Office Machines,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,Small Box,0.35,2010-10-08T00:00:00
4822,34246,2010-10-07T00:00:00,Critical,27,322.69,0.01,Regular Air,1.91,11.58,6.97,Thomas Seio,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Envelopes,"Peel & Seel� Recycled Catalog Envelopes, Brown",Small Box,0.4,2010-10-09T00:00:00
4864,34631,2009-10-23T00:00:00,Not Specified,5,22.06,0.06,Regular Air,-22.2755,3.36,6.27,Brendan Dodson,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Cardinal Poly Pocket Divider Pockets for Ring Binders,Small Box,0.41,2009-10-24T00:00:00
4865,34631,2009-10-23T00:00:00,Not Specified,19,12616.2,0.07,Regular Air,2808.219,699.99,24.49,Brendan Dodson,Northwest Territories,Northwest Territories,Corporate,Technology,Copiers and Fax,Canon PC1060 Personal Laser Copier,Large Box,0.85,2009-10-25T00:00:00
4929,35047,2010-06-09T00:00:00,Medium,31,148.17,0,Regular Air,-7.06,4.71,0.7,Charlotte Melton,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Rubber Bands,Sterling Rubber Bands by Alliance,Wrap Bag,0.55,2010-06-11T00:00:00
4957,35266,2011-01-10T00:00:00,Not Specified,39,217.25,0.07,Regular Air,33.5,5.84,1.2,Beth Thompson,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Pens & Art Supplies,Newell 312,Wrap Bag,0.77,2011-01-10T00:00:00
5048,36001,2011-03-28T00:00:00,Low,45,1038.82,0.05,Regular Air,-78.361,22.38,15.1,Michelle Lonsdale,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Binders and Binder Accessories,"Avery Flip-Chart Easel Binder, Black",Small Box,0.4,2011-03-30T00:00:00
5049,36001,2011-03-28T00:00:00,Low,47,564.39,0.09,Regular Air,51.8245,12.95,4.98,Michelle Lonsdale,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Binders and Binder Accessories,GBC Binding covers,Small Box,0.55,2011-04-01T00:00:00
5074,36134,2010-11-22T00:00:00,Low,6,826.9735,0.01,Regular Air,-413.325,155.99,8.99,Grant Carroll,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,R280,Small Box,0.39,2010-11-22T00:00:00
5075,36135,2011-05-30T00:00:00,Not Specified,33,999.226,0.02,Regular Air,381.168,35.99,3.3,Beth Paige,Northwest Territories,Northwest Territories,Consumer,Technology,Telephones and Communication,Accessory9,Small Pack,0.5,2011-05-31T00:00:00
5138,36644,2012-05-13T00:00:00,High,24,2298.32,0.06,Regular Air,218.72,99.99,19.99,Dorothy Wardle,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,U.S. Robotics 56K Internet Call Modem,Small Box,0.83,2012-05-14T00:00:00
5139,36646,2010-06-08T00:00:00,Medium,24,1168.15,0.04,Express Air,-743.96,48.91,35,Muhammed MacIntyre,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Storage & Organization,Tennsco Industrial Shelving,Large Box,0.39,2010-06-09T00:00:00
5154,36707,2009-11-29T00:00:00,Medium,47,181.78,0.02,Regular Air,71.56,3.78,0.71,Charlotte Melton,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Rubber Bands,Staples Bulldog Clip,Wrap Bag,0.75,2009-11-30T00:00:00
5236,37253,2012-09-01T00:00:00,High,46,1184.32,0.09,Regular Air,-99.55,26.31,5.89,Muhammed MacIntyre,Northwest Territories,Northwest Territories,Small Business,Technology,Computer Peripherals,"Micro Innovations Micro 3000 Keyboard, Black",Small Box,0.65,2012-09-01T00:00:00
5275,37541,2010-02-26T00:00:00,Medium,3,71.94,0.01,Regular Air,-70.68,20.95,5.99,Claudia Miner,Northwest Territories,Northwest Territories,Small Business,Technology,Computer Peripherals,"Fellowes Basic 104-Key Keyboard, Platinum",Small Box,0.36,2010-02-28T00:00:00
5276,37541,2010-02-26T00:00:00,Medium,10,550.61,0.08,Express Air,98.32,55.98,13.88,Claudia Miner,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox 1882,Small Box,0.81,2010-02-27T00:00:00
5277,37541,2010-02-26T00:00:00,Medium,18,1373.11,0.1,Regular Air,-599.54,80.98,35,Claudia Miner,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Storage & Organization,Carina Double Wide Media Storage Towers in Natural & Black,Large Box,0.58,2010-02-28T00:00:00
5325,37860,2010-08-27T00:00:00,Medium,1,104.85,0.07,Regular Air,-98.31,55.5,52.2,Mike Pelletier,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,Eldon Cleatmat� Chair Mats for Medium Pile Carpets,Medium Box,0.4,2010-08-29T00:00:00
5472,38884,2012-08-17T00:00:00,High,47,256,0.03,Regular Air,-119.84,5.28,5.66,Edward Hooks,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Small Box,0.76,2012-08-18T00:00:00
5473,38884,2012-08-17T00:00:00,High,20,6067.76,0.06,Delivery Truck,-98.046,296.18,54.12,Edward Hooks,Northwest Territories,Northwest Territories,Consumer,Furniture,Tables,Hon 94000 Series Round Tables,Jumbo Box,0.67,2012-08-18T00:00:00
5559,39364,2012-11-09T00:00:00,High,29,2754.93,0.06,Regular Air,-1.33,92.23,39.61,Jamie Kunitz,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Medium Box,0.35,2012-11-10T00:00:00
5560,39364,2012-11-09T00:00:00,High,15,19417.55,0.03,Regular Air,8417.567,1270.99,19.99,Jamie Kunitz,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Small Box,0.74,2012-11-11T00:00:00
5569,39457,2011-06-02T00:00:00,Critical,40,4842.21,0.03,Delivery Truck,-1975.26,122.99,70.2,Julia West,Northwest Territories,Northwest Territories,Home Office,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,0.37,2011-06-02T00:00:00
5598,39683,2011-08-10T00:00:00,High,31,615.58,0.04,Regular Air,168.0025,18.99,5.23,Jeremy Lonsdale,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Poly Designer Cover & Back,Small Box,0.57,2011-08-13T00:00:00
5599,39683,2011-08-10T00:00:00,High,41,8387.1,0.1,Regular Air,2113.95,218.08,18.06,Jeremy Lonsdale,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,"Lifetime Advantage� Folding Chairs, 4/Carton",Large Box,0.49,2011-08-11T00:00:00
5600,39683,2011-08-10T00:00:00,High,6,126.02,0.09,Regular Air,66.97,20.24,6.67,Jeremy Lonsdale,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Small Pack,0.52,2011-08-11T00:00:00
5659,40036,2010-06-07T00:00:00,Not Specified,10,568.3355,0.02,Regular Air,-147.356,65.99,8.99,Heather Kirkland,Northwest Territories,Northwest Territories,Home Office,Technology,Telephones and Communication,8260,Small Box,0.57,2010-06-08T00:00:00
5662,40067,2012-02-17T00:00:00,Low,38,2157.3085,0,Regular Air,519.246,65.99,5.31,Alan Barnes,Northwest Territories,Northwest Territories,Corporate,Technology,Telephones and Communication,3390,Small Box,0.56,2012-02-19T00:00:00
5675,40132,2012-02-23T00:00:00,Low,26,1363,0.04,Delivery Truck,149.83,50.98,14.19,Hunter Glantz,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,"Global Deluxe Stacking Chair, Gray",Jumbo Drum,0.63,2012-02-29T00:00:00
5676,40132,2012-02-23T00:00:00,Low,36,4698.5,0.04,Delivery Truck,-219.375,124.49,51.94,Hunter Glantz,Northwest Territories,Northwest Territories,Corporate,Furniture,Tables,Bevis 36 x 72 Conference Tables,Jumbo Box,0.38,2012-02-29T00:00:00
5677,40132,2012-02-23T00:00:00,Low,16,347.47,0.09,Regular Air,-86.204,22.38,15.1,Hunter Glantz,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,"Avery Flip-Chart Easel Binder, Black",Small Box,0.46,2012-03-02T00:00:00
5790,41063,2012-11-21T00:00:00,Low,22,483.96,0.01,Regular Air,-34.09,21.38,8.99,Carl Jackson,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Pens & Art Supplies,Boston 1730 StandUp Electric Pencil Sharpener,Small Pack,0.35,2012-11-23T00:00:00
5791,41063,2012-11-21T00:00:00,Low,10,308.363,0.04,Regular Air,42.273,35.99,0.99,Carl Jackson,Northwest Territories,Northwest Territories,Home Office,Technology,Telephones and Communication,Accessory31,Small Pack,0.39,2012-11-28T00:00:00
5792,41063,2012-11-21T00:00:00,Low,26,1911.4035,0.06,Regular Air,822.888,85.99,1.25,Carl Jackson,Northwest Territories,Northwest Territories,Home Office,Technology,Telephones and Communication,Accessory8,Small Pack,0.75,2012-11-28T00:00:00
5802,41153,2009-03-02T00:00:00,Medium,29,862.2,0.1,Regular Air,-45.1,30.73,4,Alan Barnes,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,Fellowes 17-key keypad for PS/2 interface,Small Box,0.6,2009-03-03T00:00:00
5805,41184,2011-09-22T00:00:00,High,7,120.03,0.02,Regular Air,-56.06,15.7,11.25,Charlotte Melton,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Storage & Organization,Hanging Personal Folder File,Small Box,0.4,2011-09-24T00:00:00
5835,41409,2011-07-21T00:00:00,Not Specified,1,18.92,0,Regular Air,-18.2505,11.5,7.19,Beth Thompson,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Ibico Covers for Plastic or Wire Binding Elements,Small Box,0.6,2011-07-23T00:00:00
5877,41696,2009-07-13T00:00:00,Not Specified,45,237.28,0.03,Express Air,-2088.68,4.48,49,Bryan Mills,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Appliances,Hoover Portapower� Portable Vacuum,Large Box,0.58,2009-07-15T00:00:00
5945,42209,2010-03-29T00:00:00,High,31,8901.78,0.04,Regular Air,2795.36,276.2,24.49,Alan Barnes,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,SAFCO Arco Folding Chair,Large Box,0.35,2010-04-01T00:00:00
6007,42561,2010-02-06T00:00:00,Low,15,1062.959,0.07,Express Air,298.476,85.99,2.5,Beth Paige,Northwest Territories,Northwest Territories,Consumer,Technology,Telephones and Communication,Accessory12,Small Box,0.58,2010-02-08T00:00:00
6009,42564,2012-09-12T00:00:00,Low,35,7468.86,0.02,Delivery Truck,2155.41,200.98,23.76,Mike Pelletier,Northwest Territories,Northwest Territories,Small Business,Furniture,Chairs & Chairmats,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Jumbo Drum,0.57,2012-09-19T00:00:00
6029,42695,2010-12-22T00:00:00,Not Specified,12,710.328,0.02,Regular Air,-10.296,65.99,5.31,Delfina Latchford,Northwest Territories,Northwest Territories,Small Business,Technology,Telephones and Communication,3390,Small Box,0.38,2010-12-24T00:00:00
6067,42981,2009-05-30T00:00:00,Critical,4,3510.82,0.05,Regular Air,232.441,896.99,19.99,Susan Vittorini,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Binders and Binder Accessories,GBC DocuBind TL300 Electric Binding System,Small Box,0.39,2009-06-01T00:00:00
6082,43109,2012-12-21T00:00:00,Critical,19,281.84,0.06,Regular Air,-21.85,15.01,8.4,Dorothy Wardle,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Small Box,0.35,2012-12-22T00:00:00
4346,30947,2010-07-14T00:00:00,Low,17,691.59,0.03,Regular Air,261.239,41.94,2.99,Charles McCrossin,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,"Avery Trapezoid Extra Heavy Duty 4 Binders""",Small Box,0.38,2010-07-18T00:00:00
4347,30947,2010-07-14T00:00:00,Low,45,345.2,0.01,Regular Air,183.53,7.31,0.49,Charles McCrossin,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,Small Box,0.55,2010-07-18T00:00:00
4372,31169,2011-06-09T00:00:00,Low,6,254.76,0.06,Regular Air,109.88,40.97,14.45,Michelle Lonsdale,Northwest Territories,Northwest Territories,Home Office,Furniture,Office Furnishings,Dana Halogen Swing-Arm Architect Lamp,Large Box,0.57,2011-06-13T00:00:00
4390,31270,2012-11-23T00:00:00,Medium,21,6806.66,0,Delivery Truck,801.72,299.05,87.01,Michelle Lonsdale,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,Global Comet� Stacking Armless Chair,Jumbo Drum,0.56,2012-11-24T00:00:00
4391,31270,2012-11-23T00:00:00,Medium,3,891.61,0.1,Delivery Truck,-328.36,291.73,48.8,Michelle Lonsdale,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,Hon 4070 Series Pagoda� Armless Upholstered Stacking Chairs,Jumbo Drum,0.74,2012-11-25T00:00:00
